id,ts,question,retriever_type,k,report_excerpt,faithfulness,answer_relevance,context_precision,context_recall
6189c7481dac,2026-05-06T01:00:26,"저는 25살이고 단독세대주로 살고 있어요. 월세가 너무 부담스럽긴 한데, 어떤 지원이 있을까요?",VectorStore+BM25,3,"```json {   ""summary"": ""25세의 단독세대주로서 월세 부담을 느끼고 계신 사용자에게 적합한 주택 지원 정책이 있습니다. 이 정책들을 통해 경제적 부담을 덜고 안정적인 주거 환경을 마련할 수 있습니다",0.8620689655172413,0.8343994733187508,0.8392857142689285,0.0
5d57eee2f04f,2026-05-06T01:00:27,"저는 29살이고, 결혼한 지 2년 된 신혼부부인데요. 지금 전세자금을 대출받고 싶은데, 최대 한도가 얼마인지 궁금해요.",VectorStore+BM25,3,"```json {   ""summary"": ""29세의 신혼부부인 사용자는 전세자금을 대출받기 위한 다양한 정책을 활용할 수 있습니다. 특히, 최대 1.5억원까지 대출이 가능한 청년전용 버팀목전세자금이 가장 적합할 것으",1.0,1.0,0.6882936507821792,1.0
d68e13192ea8,2026-05-06T01:00:30,"저는 29살이고, 수도권에서 세대주로 살고 있어요. 전세 계약을 갱신했는데 대출을 다시 받을 수 있을까요? 어떻게 신청해야 하는지 궁금해요.",VectorStore+BM25,3,"```json {   ""summary"": ""사용자는 29세의 세대주로 전세 계약을 갱신한 상황에서 대출을 고려하고 있습니다. 청년 임차보증금 이자지원사업과 청년안심주택, 장기전세주택2 정책을 통해 재정적 부담을 줄이",0.2916666666666667,0.7979451652645261,1.0,1.0
a1bed03c779b,2026-05-06T01:00:35,"저는 28살이고 무주택으로 전세 계약을 하려고 하는데, 대출 신청은 언제까지 해야 하나요?",VectorStore+BM25,3,"```json {   ""summary"": ""28세 무주택자로 전세 계약을 고려하고 계신 사용자에게 적합한 정책을 추천드립니다. 대출 신청은 전세 계약 체결 전 2개월 이내에 진행해야 하며, 다양한 주택 지원 정책을 ",0.6111111111111112,0.8243351478360029,0.249999999975,0.0
cf2ebbe8da73,2026-05-06T01:00:42,"안녕하세요! 저는 서울에 최근 이사 온 27살 청년인데, 지원받을 수 있는지 궁금해요. 어떤 조건을 충족해야 하나요?",VectorStore+BM25,3,"```json {   ""summary"": ""안녕하세요! 27세의 청년으로 서울에 거주하고 계신 사용자에게 적합한 주택 정책이 여러 가지 있습니다. 청년주택 및 행복주택과 같은 저렴한 임대주택을 통해 안정적인 주거 환",1.0,0.844197316632778,0.7690035273283161,0.6666666666666666
e545b3d7972e,2026-05-06T01:03:45,"저는 만 28살이고, 작년에 연소득이 4천만 원이었어요. 이렇게 되면 청약통장 가입할 수 있을까요? 저 같은 경우에는 얼마까지 납입할 수 있나요?",VectorStore+BM25,3,"```json {   ""summary"": ""사용자는 만 28세로 청년층에 해당하며, 연소득이 4천만 원으로 청약통장 가입이 가능합니다. 청약통장을 통해 주택 구매를 위한 다양한 지원을 받을 수 있습니다."",   ""p",0.7777777777777778,0.7586414432077926,1.0,0.0
dbca0057aaf5,2026-05-06T01:03:46,"저는 30살이고, 5년 이상 일해온 직장인인데, 이번에 집을 처음 사려고 해요. 저 같은 경우에 어떻게 신청해야 할까요?",VectorStore+BM25,3,"```json {   ""summary"": ""30세의 직장인으로서 처음 집을 구매하려는 당신에게는 청년전세임대주택과 장기전세주택이 적합합니다. 이 두 가지 정책은 주거비 부담을 줄이고 안정적인 주거 환경을 제공합니다.",0.8823529411764706,0.8107799713277822,0.729523809509219,1.0
407072d529ea,2026-05-06T01:03:48,"안녕하세요, 저는 28살이고 서울에 살고 있어요. 제가 소득이 연 5천만원 정도인데, 이런 경우에도 주택 구입자금을 지원받을 수 있을까요?",VectorStore+BM25,3,"```json {   ""summary"": ""당신은 28세의 청년으로, 연 소득 5천만원에 해당하는 주택 정책을 통해 주택 구입자금을 지원받을 수 있는 기회가 있습니다. 추천하는 정책들을 통해 안정적인 주거 환경을 확",0.8695652173913043,0.8675021448751133,1.0,1.0
43e609e0b17f,2026-05-06T01:03:55,"저는 30살이고, 올해 결혼한 신혼부부예요. 저희가 집을 사려고 하는데, 대출 조건이 궁금해요. 어떤 조건을 만족해야 받을 수 있을까요?",VectorStore+BM25,3,"```json {   ""summary"": ""30세의 신혼부부로서 주택 구매를 고려하고 계신 귀하에게 적합한 정책을 추천드립니다. 대출 조건에 대한 정보와 함께 주거비 부담을 줄일 수 있는 다양한 지원 정책을 안내드립",1.0,0.7828620804795752,0.49652777776536455,1.0
45af33067ae5,2026-05-06T01:03:56,"저는 28살이고 서울에서 신혼부부로 살고 있는데, 대출 추천서 신청은 언제부터 할 수 있는지 궁금해요.",VectorStore+BM25,3,"```json {   ""summary"": ""28세 신혼부부로서 대출추천서 신청 시점을 알고 싶어 하시는군요. 신혼부부 임차보증금 이자지원 사업을 통해 대출추천서를 신청할 수 있는 시점과 절차를 안내받을 수 있습니다.",0.3333333333333333,0.0,0.6375850340044971,1.0
637ee6fab2f6,2026-05-06T01:09:38,"안녕하세요! 저는 서울에 최근 이사 온 27살 청년인데, 지원받을 수 있는지 궁금해요. 어떤 조건을 충족해야 하나요?",VectorStore+BM25,7,"```json {   ""summary"": ""안녕하세요! 27살 청년으로 서울에 이사하신 경우, 청년안심주택 및 청년매입임대주택에 지원할 수 있는 자격이 있을 수 있습니다. 이사비 지원 정책도 활용하시면 경제적 부담을",0.64,0.8730595827904889,0.9326515151421886,0.0
f7d44123ccb2,2026-05-06T01:15:14,"저는 만 28살이고, 작년에 연소득이 4천만 원이었어요. 이렇게 되면 청약통장 가입할 수 있을까요? 저 같은 경우에는 얼마까지 납입할 수 있나요?",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 만 28세로 청년층에 해당하며, 연소득 4천만 원으로 주거비 부담이 클 수 있습니다. 청약통장 가입 가능성과 함께 추천할 정책들을 안내드립니다."",   ""polic",0.6666666666666666,0.8264971719924832,0.6683333333199667,0.0
386f771e737b,2026-05-06T01:15:27,"저는 30살이고, 5년 이상 일해온 직장인인데, 이번에 집을 처음 사려고 해요. 저 같은 경우에 어떻게 신청해야 할까요?",VectorStore+BM25,7,"```json {   ""summary"": ""30세의 직장인으로서 집을 처음 구매하려는 당신에게는 서울시의 청년안심주택과 보증금 지원 정책이 적합합니다. 이 정책들은 경제적 부담을 줄이고 안정적인 주거 환경을 제공합니",0.8695652173913043,0.8529343918183403,1.0,1.0
2fbe7b012338,2026-05-06T01:16:05,"저는 28살이고 서울에서 신혼부부로 살고 있는데, 대출 추천서 신청은 언제부터 할 수 있는지 궁금해요.",VectorStore+BM25,7,"```json {   ""summary"": ""28세 신혼부부인 귀하께서는 대출 추천서 신청을 임대차계약서의 잔금일 기준 2개월 전부터 가능하다는 점을 고려하실 수 있습니다. 이를 통해 필요한 대출을 미리 준비하여 주거",0.5833333333333334,0.7712357104458708,0.40631313130635943,1.0
d905f392b486,2026-05-06T01:16:06,"저는 30살이고, 올해 결혼한 신혼부부예요. 저희가 집을 사려고 하는데, 대출 조건이 궁금해요. 어떤 조건을 만족해야 받을 수 있을까요?",VectorStore+BM25,7,"```json {   ""summary"": ""30세의 신혼부부로서 주택 구매를 고려하고 계신 사용자에게 적합한 대출 조건을 제공하는 정책들이 있습니다. 이자 지원과 특별 공급을 통해 주거 비용 부담을 줄일 수 있습니다",0.9090909090909091,0.7835102645325431,0.6300453514649224,1.0
a244ba4a6042,2026-05-06T01:30:56,"저는 29살이고, 수도권에서 세대주로 살고 있어요. 전세 계약을 갱신했는데 대출을 다시 받을 수 있을까요? 어떻게 신청해야 하는지 궁금해요.",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 29세의 세대주로 전세 계약을 갱신한 상황입니다. 이에 따라 전세 자금을 지원받을 수 있는 다양한 정책이 있습니다."",   ""policy_analysis"": [  ",0.6666666666666666,0.8167576352923085,1.0,1.0
e4c85d283d69,2026-05-06T01:31:09,"저는 29살이고, 결혼한 지 2년 된 신혼부부인데요. 지금 전세자금을 대출받고 싶은데, 최대 한도가 얼마인지 궁금해요.",VectorStore+BM25,7,"```json {   ""summary"": ""29세의 신혼부부로서 전세자금을 대출받고자 하시는 경우, 청년전용 버팀목전세자금과 버팀목전세자금 정책이 적합합니다. 이 두 정책은 전세금의 최대 80%까지 대출이 가능하여 ",0.48,0.7762766103779671,0.6830626416585587,1.0
ad0d43399b64,2026-05-06T01:31:38,"안녕하세요! 저는 서울에 최근 이사 온 27살 청년인데, 지원받을 수 있는지 궁금해요. 어떤 조건을 충족해야 하나요?",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 27세의 무주택 청년으로, 서울시에서 지원받을 수 있는 다양한 주택 정책이 있습니다. 특히 청년안심주택과 청년매입임대주택이 적합할 것으로 보입니다."",   ""pol",0.9230769230769231,0.862352742032867,1.0,0.6666666666666666
0e66598ef899,2026-05-06T01:33:47,"저는 25살이고 단독세대주로 살고 있어요. 월세가 너무 부담스럽긴 한데, 어떤 지원이 있을까요?",VectorStore+BM25,7,"```json {   ""summary"": ""25세의 단독세대주로서 월세 부담을 느끼고 계신 사용자에게 적합한 주택 지원 정책을 추천합니다. 청년전세임대주택과 청년전용 보증부월세대출을 통해 주거비용을 줄일 수 있는 기",0.9,0.82741106030958,1.0,1.0
43da39d10a9e,2026-05-06T01:33:58,"저는 28살이고 무주택으로 전세 계약을 하려고 하는데, 대출 신청은 언제까지 해야 하나요?",VectorStore+BM25,7,"```json {   ""summary"": ""28세의 무주택자로서 전세 계약을 고려하는 사용자에게 적합한 정책을 추천합니다. 대출 신청은 정책에 따라 유연하게 조정할 수 있으니, 이를 활용하여 주거 안정을 도모할 수 ",0.3,0.8370920092235274,1.0,1.0
024f894c293a,2026-05-06T01:39:41,"안녕하세요, 저는 28살이고 서울에 살고 있어요. 제가 소득이 연 5천만원 정도인데, 이런 경우에도 주택 구입자금을 지원받을 수 있을까요?",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 28세로 연소득 5천만원이며, 서울에 거주하는 무주택자로 주택 구입자금을 지원받을 수 있는 여러 정책이 있습니다. 추천하는 정책을 통해 안정적인 주거 환경을 마련할",0.76,0.892697093328311,1.0,1.0
544553d37155,2026-05-06T01:40:23,"저는 만 28살이고, 작년에 연소득이 4천만 원이었어요. 이렇게 되면 청약통장 가입할 수 있을까요? 저 같은 경우에는 얼마까지 납입할 수 있나요?",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 만 28세로 청년층에 해당하며, 연소득 4천만 원으로 청약통장 가입 요건을 충족합니다. 추천하는 정책을 통해 주택 구매 및 임차 보증금 지원을 받을 수 있습니다.""",0.4666666666666667,0.7623847286274383,1.0,1.0
ddc7d1bd683e,2026-05-06T01:41:22,"저는 30살이고, 5년 이상 일해온 직장인인데, 이번에 집을 처음 사려고 해요. 저 같은 경우에 어떻게 신청해야 할까요?",VectorStore+BM25,7,"```json {   ""summary"": ""30세의 무주택 직장인으로서, 서울시의 청년 주택 정책을 통해 안정적인 주거 환경을 마련할 수 있는 기회가 있습니다. 추천하는 정책들을 통해 초기 자금을 절약하고 금융 부담",0.88,0.858629844465198,0.8125157277282314,1.0
09ecfb260e26,2026-05-06T01:45:28,"저는 28살이고 서울에서 신혼부부로 살고 있는데, 대출 추천서 신청은 언제부터 할 수 있는지 궁금해요.",VectorStore+BM25,7,"```json {   ""summary"": ""28세 신혼부부로서 대출 추천서 신청 시점에 대한 궁금증이 있으시군요. 서울시의 여러 정책 중 신혼부부를 위한 대출 추천서 발급 정책이 가장 적합합니다."",   ""polic",0.8888888888888888,0.8423767137885845,0.48359746227842837,1.0
ca9f6f78443b,2026-05-06T01:46:15,"저는 30살이고, 올해 결혼한 신혼부부예요. 저희가 집을 사려고 하는데, 대출 조건이 궁금해요. 어떤 조건을 만족해야 받을 수 있을까요?",VectorStore+BM25,7,"```json {   ""summary"": ""30세의 신혼부부로서 주택 구매를 고려하고 계신다면, 서울시의 다양한 정책이 도움이 될 수 있습니다. 특히 청년안심주택과 보증금 지원 정책이 유리할 것입니다."",   ""po",0.391304347826087,0.844058219153196,0.6520455480411584,1.0
7a380c443a86,2026-05-06T03:13:15,"저는 29살이고, 수도권에서 세대주로 살고 있어요. 전세 계약을 갱신했는데 대출을 다시 받을 수 있을까요? 어떻게 신청해야 하는지 궁금해요.",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 29세로 청년층에 해당하며, 수도권에서 세대주로 전세 계약을 갱신한 상황입니다. 청년 전세자금 대출, 서울시 청년안심주택, 장기전세주택 정책은 사용자의 주거 안정과",1.0,0.7830755218858986,1.0,1.0
a624d6b5c2ff,2026-05-06T03:14:09,"저는 29살이고, 결혼한 지 2년 된 신혼부부인데요. 지금 전세자금을 대출받고 싶은데, 최대 한도가 얼마인지 궁금해요.",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 29세의 신혼부부로, 결혼한 지 2년이 되어 전세자금을 대출받고자 합니다. 이에 적합한 정책으로 청년전용 버팀목전세자금, 신혼부부전용 전세자금, 버팀목전세자금이 선",0.7291666666666666,0.8185259776175626,0.6105002954807456,1.0
84ec0af78994,2026-05-06T03:14:15,"저는 25살이고 단독세대주로 살고 있어요. 월세가 너무 부담스럽긴 한데, 어떤 지원이 있을까요?",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 25세의 단독세대주로, 월세 부담이 크다는 점에서 주거 지원이 필요합니다. 선정된 3개 정책은 청년층을 위한 전세임대 및 보증금 지원을 통해 사용자의 주거 안정을 ",0.5384615384615384,0.7957032662339051,0.903816537075691,0.5
75a9a40ffb75,2026-05-06T03:14:17,"안녕하세요! 저는 서울에 최근 이사 온 27살 청년인데, 지원받을 수 있는지 궁금해요. 어떤 조건을 충족해야 하나요?",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 27세의 청년으로, 서울에 최근 이사 온 무주택자입니다. 이러한 조건은 서울시의 청년주택 정책에 적합하며, 저렴한 임대료로 주거 안정성을 제공하는 정책들이 선정되었",0.5,1.0,1.0,0.6666666666666666
ec34e60dba71,2026-05-06T03:14:38,"저는 28살이고 무주택으로 전세 계약을 하려고 하는데, 대출 신청은 언제까지 해야 하나요?",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 28세의 무주택자로 전세 계약을 고려하고 있으며, 청년층에 해당합니다. 선정된 정책들은 청년층의 주거 안정성을 높이기 위해 전세금 지원 및 장기 임대주택을 제공하는",0.5294117647058824,0.7896068903876704,0.43820512819636415,0.5
1d7324f95dc3,2026-05-06T03:15:21,"안녕하세요, 저는 28살이고 서울에 살고 있어요. 제가 소득이 연 5천만원 정도인데, 이런 경우에도 주택 구입자금을 지원받을 수 있을까요?",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 28세로 연소득 5천만원이며 무주택자로, 서울에서 주택 구입 자금을 지원받을 수 있는 조건을 갖추고 있습니다. 이에 따라, 보증금 지원형 장기안심주택, 청년 전세임",0.52,0.8913586211640282,0.8155749734283323,1.0
bc31c3d4b4d8,2026-05-06T03:16:33,"저는 30살이고, 5년 이상 일해온 직장인인데, 이번에 집을 처음 사려고 해요. 저 같은 경우에 어떻게 신청해야 할까요?",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 30세의 직장인으로 5년 이상의 경력을 가지고 있으며, 무주택 세대구성원으로서 주택 구매를 고려하고 있습니다. 이러한 상황에서 선정된 세 가지 정책은 안정적인 주거",0.3333333333333333,0.0,1.0,1.0
a13f2e017782,2026-05-06T03:16:33,"저는 28살이고 서울에서 신혼부부로 살고 있는데, 대출 추천서 신청은 언제부터 할 수 있는지 궁금해요.",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 28세의 신혼부부로, 서울에서 안정적인 주거 환경을 찾고 있습니다. 신혼부부 임차보증금 이자지원 사업, 영구임대주택 예비입주자 모집, 전세임대형 든든주택 입주자 모",0.8837209302325582,0.8319549481957309,1.0,1.0
d9e005669614,2026-05-06T03:16:39,"저는 30살이고, 올해 결혼한 신혼부부예요. 저희가 집을 사려고 하는데, 대출 조건이 궁금해요. 어떤 조건을 만족해야 받을 수 있을까요?",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 30세의 신혼부부로, 결혼 7년 이내의 조건을 충족합니다. 이러한 상황에서 신혼부부의 주거 안정성을 높이기 위해 설계된 정책들이 선정되었습니다. 이 정책들은 대출 ",0.8181818181818182,0.7803943126972518,0.4756402605291965,1.0
733465bae187,2026-05-06T03:16:41,"저는 만 28살이고, 작년에 연소득이 4천만 원이었어요. 이렇게 되면 청약통장 가입할 수 있을까요? 저 같은 경우에는 얼마까지 납입할 수 있나요?",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 만 28세로 청년층에 해당하며, 연소득 4천만 원으로 소득 기준을 충족합니다. 따라서 청년안심주택, 청년 월세 지원 사업, 청년 임차보증금 이자지원사업에 신청할 수",1.0,0.7829452556778865,1.0,0.6666666666666666
f01456b37b91,2026-05-06T09:51:30,"안녕하세요! 저는 서울에 최근 이사 온 27살 청년인데, 지원받을 수 있는지 궁금해요. 어떤 조건을 충족해야 하나요?",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 27세의 무주택 청년으로, 서울시 청년안심주택, 보증금지원형 장기안심주택, 청년 월세 지원 사업의 지원 대상에 해당합니다. 이 세 가지 정책은 청년층의 주거 안정을",0.6,0.8635328577364146,0.9472222222103819,0.6666666666666666
25be929259c8,2026-05-06T09:52:08,"저는 28살이고 서울에서 신혼부부로 살고 있는데, 대출 추천서 신청은 언제부터 할 수 있는지 궁금해요.",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 28세의 신혼부부로, 서울에서 안정적인 주거 환경을 찾고 있습니다. 이에 따라 신혼부부를 위한 다양한 금융 지원 정책이 마련되어 있어 주거 비용 부담을 줄일 수 있",0.8636363636363636,0.8403348323495566,1.0,1.0
f483ed907074,2026-05-06T09:52:15,"저는 만 28살이고, 작년에 연소득이 4천만 원이었어요. 이렇게 되면 청약통장 가입할 수 있을까요? 저 같은 경우에는 얼마까지 납입할 수 있나요?",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 만 28세로 연소득이 4천만 원인 무주택 세대주입니다. 이러한 조건은 청년 임차보증금 이자지원사업, 청년전용 보증부월세대출, 청약통장 가입 및 납입 정책의 지원 대",0.5135135135135135,0.8239462835434322,1.0,0.6666666666666666
38de4806db27,2026-05-06T09:52:44,"저는 30살이고, 5년 이상 일해온 직장인인데, 이번에 집을 처음 사려고 해요. 저 같은 경우에 어떻게 신청해야 할까요?",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 30세의 무주택 직장인으로, 첫 집 구매를 고려하고 있습니다. 이러한 상황에서 청년안심주택, 청년 임차보증금 이자지원사업, 내집마련디딤돌대출 세 가지 정책이 선정되",0.8541666666666666,0.8121287716801787,0.9999999999916667,1.0
8b6cdd99f188,2026-05-06T09:53:37,"저는 30살이고, 올해 결혼한 신혼부부예요. 저희가 집을 사려고 하는데, 대출 조건이 궁금해요. 어떤 조건을 만족해야 받을 수 있을까요?",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 30세의 신혼부부로, 결혼 후 주택 구입을 고려하고 있습니다. 이와 관련하여 신혼부부 전용 전세자금, 신혼부부 전용 구입자금, 그리고 보증금 지원형 장기안심주택 정",0.9375,0.7788057737471578,0.7784090908993608,1.0
67f46c60de3b,2026-05-06T09:54:31,"저는 28살이고, 무주택자인데요. 세대주 요건이 꼭 필요하다고 하더라고요. 만약 친구랑 쉐어하우스에 살면 이 조건이 어떻게 되는 건가요?",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 28세의 무주택 청년으로, 세대주 요건을 충족해야 하는 상황입니다. 친구와 쉐어하우스에 거주하는 경우 동거인으로 신청할 수 있는 가능성이 있어, 청년안심주택, 행복",0.9473684210526315,0.8424777906115718,0.6968253968137831,1.0
abfb8c9122b7,2026-05-06T09:55:11,"저는 28살이고 무주택자인데, 이 청약 통장에 가입하려면 언제까지 신청해야 하나요?",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 28세로 무주택자이며, 청년층에 해당합니다. 이러한 조건에 맞춰 청년 주택드림 청약통장, 청년 매입임대주택, 행복주택 입주자 모집 정책이 선정되었습니다. 이들 정책",0.8260869565217391,0.8513435015259653,0.6038548752748202,0.5
f717942eb95f,2026-05-06T09:56:06,"안녕하세요, 저는 29살이고 서울에서 혼자 살고 있는 무주택자예요. 주택 청약을 하고 싶은데, 제가 조건에 맞는 특별한 기회가 있는지 궁금해요. 어떤 조건이 필요한가요?",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 29세의 무주택자로, 청년안심주택, 청년 주택드림 청약통장, 생애최초 주택구입자 특별공급 정책의 조건을 충족합니다. 이 세 가지 정책은 청년층의 주거 안정을 지원하",0.8372093023255814,0.865693337448974,0.9909090908991818,0.3333333333333333
0fd2d6a43fcb,2026-05-06T09:56:48,"저는 25살이고, 서울에서 대학 다니고 있는데, 언제부터 신청할 수 있는지 궁금해요.",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 25세로 서울에서 대학을 다니고 있는 무주택 미혼 대학생입니다. 이러한 상황에 적합한 정책으로는 2025년 2차 청년 매입임대주택, 2026년 1차 서울시 청년안심",0.5652173913043478,0.8395485885925372,0.9666666666473333,1.0
97c7ea28ee7f,2026-05-06T09:57:29,"저는 30살이고, 혼인 기간이 2년인 신혼부부인데요. 주택을 사려고 하는데 대출한도가 최대 얼마인지 궁금해요.",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 30세의 혼인 기간 2년인 신혼부부로, 주택 구매를 위한 대출 한도에 대한 정보를 필요로 하고 있습니다. 선정된 3개의 정책은 신혼부부를 위한 주거 안정과 대출 지",0.5833333333333334,0.7818411042542991,0.8333333332916666,0.0
b63c06c42e03,2026-05-06T10:05:02,"저는 29살이고, 수도권에서 세대주로 살고 있어요. 전세 계약을 갱신했는데 대출을 다시 받을 수 있을까요? 어떻게 신청해야 하는지 궁금해요.",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 29세로 수도권에서 세대주로 거주하고 있으며, 전세 계약을 갱신한 상황입니다. 이에 따라 청년 및 신혼부부를 위한 주택 정책이 적합하며, 특히 대출 이자 지원과 안",1.0,0.7866712667545279,1.0,1.0
0587ed66db74,2026-05-06T10:05:32,"저는 25살이고 단독세대주로 살고 있어요. 월세가 너무 부담스럽긴 한데, 어떤 지원이 있을까요?",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 25세의 단독세대주로, 월세 부담이 크다는 점에서 청년 전세임대주택, 청년전용 보증부월세대출, 2026년 청년 전세임대 1순위 입주자 수시모집 정책이 적합합니다. ",0.3902439024390244,0.8008995717593299,1.0,1.0
7bb6db140b9d,2026-05-06T10:05:43,"저는 28살이고 무주택으로 전세 계약을 하려고 하는데, 대출 신청은 언제까지 해야 하나요?",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 28세의 무주택 청년으로 전세 계약을 고려하고 있습니다. 청년전세임대주택, 청년 임차보증금 이자지원사업, 전세임대형 든든주택은 모두 청년층을 대상으로 하며, 무주택",0.7073170731707317,0.8583939624075209,1.0,0.5
5225bf231f27,2026-05-06T10:06:00,"저는 29살이고, 결혼한 지 2년 된 신혼부부인데요. 지금 전세자금을 대출받고 싶은데, 최대 한도가 얼마인지 궁금해요.",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 29세의 신혼부부로, 결혼한 지 2년이 되어 전세자금을 대출받고자 합니다. 이에 따라 신혼부부전용 전세자금, 버팀목전세자금, 청년 임차보증금 이자지원사업의 3개 정",0.49056603773584906,0.7741917261741449,0.7252840909000249,1.0
b54304c62649,2026-05-06T10:06:19,"안녕하세요! 저는 서울에 최근 이사 온 27살 청년인데, 지원받을 수 있는지 궁금해요. 어떤 조건을 충족해야 하나요?",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 27세의 청년으로, 서울에 최근 이사 온 무주택자입니다. 이러한 상황에서 청년전세임대주택, 보증금지원형 장기안심주택, 청년안심주택(공공임대) 정책이 선정되었습니다.",0.9090909090909091,0.8562171275962732,1.0,0.6666666666666666
9209b53632d9,2026-05-06T10:07:05,"안녕하세요, 저는 28살이고 서울에 살고 있어요. 제가 소득이 연 5천만원 정도인데, 이런 경우에도 주택 구입자금을 지원받을 수 있을까요?",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 28세의 신혼부부로 연 소득이 5천만원입니다. 이러한 조건은 신혼부부 전용 주택구입자금 대출과 내집마련디딤돌대출, 청년안심주택 정책의 지원 대상에 적합합니다. 이 ",0.6792452830188679,0.7656370830732757,0.771378968244326,1.0
5e343e0553b9,2026-05-06T10:07:33,"저는 만 28살이고, 작년에 연소득이 4천만 원이었어요. 이렇게 되면 청약통장 가입할 수 있을까요? 저 같은 경우에는 얼마까지 납입할 수 있나요?",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 만 28세로 청년층에 해당하며, 연소득 4천만 원으로 청약 자격을 충족할 가능성이 높습니다. 이에 따라 청년전용 보증부월세대출, 행복주택 입주자 모집공고, 청년쉐어",0.62,0.7778142460209057,0.7428451178368641,0.6666666666666666
4b75d88be058,2026-05-06T10:07:38,"저는 30살이고, 5년 이상 일해온 직장인인데, 이번에 집을 처음 사려고 해요. 저 같은 경우에 어떻게 신청해야 할까요?",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 30세의 직장인으로, 5년 이상 일해온 무주택자입니다. 이러한 상황에서 서울시 청년안심주택, 청년전용 보증부월세대출, 내집마련디딤돌대출 정책은 첫 주택 구매를 위한",0.6904761904761905,0.8233501877694213,0.9750688705145516,1.0
3c89282cfcd4,2026-05-06T10:08:17,"저는 30살이고, 올해 결혼한 신혼부부예요. 저희가 집을 사려고 하는데, 대출 조건이 궁금해요. 어떤 조건을 만족해야 받을 수 있을까요?",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 30세의 신혼부부로, 혼인 기간이 1년 이내입니다. 이러한 상황에서 신혼부부전용 전세자금, 신혼부부 임차보증금 이자지원사업, 행복주택 정책이 선정되었습니다. 이 정",0.5714285714285714,0.8229279329502379,0.8437499999894531,1.0
344267bf26a2,2026-05-06T10:08:40,"저는 28살이고 서울에서 신혼부부로 살고 있는데, 대출 추천서 신청은 언제부터 할 수 있는지 궁금해요.",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 28세의 신혼부부로, 서울에서 안정적인 주거를 원하고 있습니다. 이에 따라 신혼부부 전용 전세자금 대출, 청년안심주택, 보증금지원형 장기안심주택 정책이 선정되었습니",0.9772727272727273,0.8354555051137321,0.6399659863854156,1.0
aa82a955c403,2026-05-06T10:09:16,"안녕하세요, 저는 28살이고 경기도에 사는 직장인인데요. 전세 계약을 했는데 혹시 보증을 받을 수 있는 조건이 뭔지 궁금해요.",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 28세의 경기도 거주 직장인으로, 전세 계약을 통해 안정적인 주거를 원하고 있습니다. 선정된 세 가지 정책은 청년층을 위한 전세임대 지원으로, 사용자의 조건에 적합",0.78,0.7774334337068388,0.984159779605378,1.0
785c9d3bafe2,2026-05-06T10:09:46,"안녕하세요, 저는 28살이고 서울에 살고 있어요. 전세 계약하고 나서 보증금을 돌려받지 못할까 봐 걱정인데, 이걸 어떻게 보장받을 수 있을까요?",VectorStore+BM25,7,"```json {   ""summary"": ""사용자는 28세의 무주택 청년으로, 전세 계약 후 보증금 반환에 대한 걱정을 하고 있습니다. 이에 적합한 정책으로는 전세 보증금을 지원하는 장기안심주택, 임차보증금 반환 보",0.7916666666666666,0.7947195901556282,1.0,1.0
